record_id,year,institution,perimeter,source_label,measure,value,unit,price_basis,accounting_basis,source_id,sheet,cell,extraction_method,status,notes
CGE2020_AP_PUBLIC_ACCOUNT_BALANCE,2020,administracoes_publicas,consolidated_public_administrations,saldo_global,public_accounting_balance,-11633.838800402777,EUR_million,current_prices,public_accounting_cash_basis,DGO_CGE_2020_TABLES,Quadro 24,I62,xls_cell_extraction,extracted,Total public-administration saldo global in public-accounting perspective.
CGE2020_AC_PUBLIC_ACCOUNT_BALANCE,2020,administracao_central,central_government,saldo_global,public_accounting_balance,-13614.042774730024,EUR_million,current_prices,public_accounting_cash_basis,DGO_CGE_2020_TABLES,Quadro 24,E62,xls_cell_extraction,extracted,Central-government saldo global in consolidated public-administration table.
CGE2020_SS_PUBLIC_ACCOUNT_BALANCE,2020,seguranca_social,social_security_subsector,saldo_global,public_accounting_balance,2131.5226409099996,EUR_million,current_prices,public_accounting_cash_basis,DGO_CGE_2020_TABLES,Quadro 24,F62,xls_cell_extraction,reconciled,Social Security saldo global reconciles to effective revenue minus effective expenditure and to the CSS subsystem total.
CGE2020_AC_SS_PUBLIC_ACCOUNT_BALANCE,2020,administracao_central_e_seguranca_social,central_government_plus_social_security,saldo_global,public_accounting_balance,-11482.520133820024,EUR_million,current_prices,public_accounting_cash_basis,DGO_CGE_2020_TABLES,Quadro 24,G62,xls_cell_extraction,extracted,Consolidated central-government and Social Security saldo global.
CGE2020_SS_PREVIDENTIAL_BALANCE,2020,seguranca_social,sistema_previdencial_reparticao_capitalizacao,saldo_orcamental,subsystem_budget_balance,1931.2593356198354,EUR_million,current_prices,public_accounting_cash_basis,DGO_CGE_2020_TABLES,Quadro CSS 3,C6,xls_cell_extraction,extracted,Sistema Previdencial balance from Social Security account table.
CGE2020_SS_CITIZENSHIP_BALANCE,2020,seguranca_social,sistema_protecao_social_cidadania,saldo_orcamental,subsystem_budget_balance,200.45770749016913,EUR_million,current_prices,public_accounting_cash_basis,DGO_CGE_2020_TABLES,Quadro CSS 3,C7,xls_cell_extraction,extracted,Sistema de Protecao Social de Cidadania balance from Social Security account table.
CGE2020_SS_SPECIAL_REGIMES_BALANCE,2020,seguranca_social,sistema_regimes_especiais,saldo_orcamental,subsystem_budget_balance,-0.19440220000012687,EUR_million,current_prices,public_accounting_cash_basis,DGO_CGE_2020_TABLES,Quadro CSS 3,C8,xls_cell_extraction,extracted,Sistema de Regimes Especiais balance from Social Security account table.
CGE2020_SS_EFFECTIVE_REVENUE,2020,seguranca_social,social_security_subsector,receita_efetiva,effective_revenue,32145.81781534,EUR_million,current_prices,public_accounting_cash_basis,DGO_CGE_2020_TABLES,Quadro CSS 2,E33,xls_cell_extraction,extracted,Social Security effective revenue in Social Security budget execution table; source cell stored in euros and converted to EUR million.
CGE2020_SS_EFFECTIVE_EXPENDITURE,2020,seguranca_social,social_security_subsector,despesa_efetiva,effective_expenditure,30014.295174430027,EUR_million,current_prices,public_accounting_cash_basis,DGO_CGE_2020_TABLES,Quadro CSS 2,E69,xls_cell_extraction,extracted,Social Security effective expenditure in Social Security budget execution table; source cell stored in euros and converted to EUR million.
CGE2020_SS_CONTRIBUTIONS,2020,seguranca_social,social_security_subsector,contribuicoes_e_quotizacoes,contribution_revenue,18229.902709180005,EUR_million,current_prices,public_accounting_cash_basis,DGO_CGE_2020_TABLES,Quadro CSS 2,E10,xls_cell_extraction,extracted,Social Security contributions in Social Security budget execution table; source cell stored in euros and converted to EUR million.
CGE2020_SS_CENTRAL_ADMIN_CURRENT_TRANSFERS,2020,seguranca_social,social_security_subsector,transferencias_correntes_administracao_central,current_transfer_revenue,11903.637022019999,EUR_million,current_prices,public_accounting_cash_basis,DGO_CGE_2020_TABLES,Quadro CSS 2,E11,xls_cell_extraction,extracted,Current transfers from central administration in Social Security budget execution table; source cell stored in euros and converted to EUR million.
CGE2020_SS_OE_TRANSFERS,2020,seguranca_social,social_security_subsector,transferencias_do_oe,state_budget_transfer_revenue,11520.24548909,EUR_million,current_prices,public_accounting_cash_basis,DGO_CGE_2020_TABLES,Quadro CSS 2,E13,xls_cell_extraction,extracted,State Budget transfers in Social Security budget execution table; source cell stored in euros and converted to EUR million.
CGE2020_SS_BANK_PENSIONS_TRANSFER,2020,seguranca_social,banking_substitute_regime,pensoes_bancarios_transferencia,earmarked_transfer_revenue,435.12057909,EUR_million,current_prices,public_accounting_cash_basis,DGO_CGE_2020_TABLES,Quadro CSS 2,E20,xls_cell_extraction,extracted,Banking-pensions transfer line inside State Budget transfer breakdown; source cell stored in euros and converted to EUR million.
CGE2020_SS_PENSIONS_EXPENDITURE,2020,seguranca_social,social_security_subsector,pensoes,pension_expenditure,17971.34279565,EUR_million,current_prices,public_accounting_cash_basis,DGO_CGE_2020_TABLES,Quadro CSS 2,E37,xls_cell_extraction,extracted,Social Security pension expenditure in budget execution table; source cell stored in euros and converted to EUR million.
